WorkerId,Input.wordnet_id,Input.class_index,Input.feature_index,Input.feature_rank,Answer.main,Answer.confidence,Answer.reasons
52,n02514041,389,686,1,main_object,4.0,focus is on body of barracouta
185,n02514041,389,686,1,main_object,3.0,Red focus is on barracouta.
213,n02514041,389,686,1,main_object,5.0,Focus is on the side of the barracouta.
238,n02514041,389,686,1,main_object,5.0,focus is on the scaly body of the fish
234,n02514041,389,686,1,main_object,4.0,The main object is barracouta whose some part got focus.
234,n02514041,389,59,2,main_object,4.0,The main object is barracouta whose some part got focus.
185,n02514041,389,59,2,main_object,3.0,Red focus is on barracouta.
82,n02514041,389,59,2,main_object,4.0,Focus is on the stomach of the barracouta.
52,n02514041,389,59,2,main_object,4.0,focus is on body of barracouta
23,n02514041,389,59,2,main_object,5.0,focus is on the body parts of barracuda.
121,n02514041,389,449,3,main_object,5.0,Focus is on the skin of barracouta
234,n02514041,389,449,3,main_object,4.0,The main object is barracouta whose some part got focus.
185,n02514041,389,449,3,main_object,4.0,Red focus is on barracouta.
52,n02514041,389,449,3,main_object,4.0,focus is on body of barracouta
82,n02514041,389,449,3,main_object,4.0,Focus is on the stomach of the barracouta.
82,n02514041,389,227,4,main_object,4.0,Focus is on the stomach of the barracouta.
185,n02514041,389,227,4,main_object,3.0,Red focus is on barracouta.
234,n02514041,389,227,4,main_object,4.0,The main object is barracouta whose some part got focus.
63,n02514041,389,227,4,main_object,5.0,focus is on barracouta
52,n02514041,389,227,4,main_object,4.0,focus is on body of barracouta
185,n02514041,389,778,5,main_object,3.0,Red focus is on snoek.
82,n02514041,389,778,5,separate_object,4.0,"Focus is on the face of the person who is holding the barracouta,."
52,n02514041,389,778,5,separate_object,4.0,focus is on human face that is not a part of barracouta or its background
238,n02514041,389,778,5,separate_object,5.0,"focus is on the face of the person holding the fish, but not the fish itself."
234,n02514041,389,778,5,main_object,3.0,The main object is barracouta whose some part got focus.
63,n02526121,390,1753,1,background,5.0,coral reef in the background of eel
82,n02526121,390,1753,1,background,4.0,Focus is on the stones behind the eel.
52,n02526121,390,1753,1,background,4.0,focus is on plant in the background of eel
213,n02526121,390,1753,1,main_object,5.0,Focus is on the center of the eel.
264,n02526121,390,1753,1,background,5.0,focus is on coral and sand in the background of eel
82,n02526121,390,981,2,background,4.0,Focus is on the stones in the background of the eel.
233,n02526121,390,981,2,background,1.0,focus is on the coral
27,n02526121,390,981,2,background,5.0,Most of the images are mainly focused on background only.
52,n02526121,390,981,2,background,4.0,focus is on plant in the background of eel
264,n02526121,390,981,2,background,4.0,4/5 focus is on coral and sand in the background of eel
234,n02526121,390,944,3,main_object,4.0,The main object is eel whose some part got focus.
233,n02526121,390,944,3,main_object,1.0,focus is on the coral
52,n02526121,390,944,3,main_object,4.0,focus is on face of eel
142,n02526121,390,944,3,main_object,5.0,"Focus is on the face of the eel, which is the main object."
185,n02526121,390,944,3,main_object,3.0,Red focus is on eel fish.
233,n02526121,390,2011,4,background,2.0,focus is on the coral
52,n02526121,390,2011,4,background,4.0,focus is on plant in the background of eel
234,n02526121,390,2011,4,background,3.0,The main object is eel but the focus is on background.
27,n02526121,390,2011,4,background,5.0,Most of the images are mainly focused on background only.
136,n02526121,390,2011,4,background,4.0,focus is on sand in the background of eel
234,n02526121,390,227,5,main_object,4.0,The main object is eel whose some part got focus.
233,n02526121,390,227,5,main_object,2.0,focus is on the animal
121,n02526121,390,227,5,main_object,5.0,Focus is on body of eel
136,n02526121,390,227,5,main_object,4.0,focus is on eyes which is a part of eel
213,n02526121,390,227,5,main_object,5.0,Focus is on the side of the eel.
52,n02536864,391,449,1,main_object,4.0,focus is on body of coho
213,n02536864,391,449,1,main_object,4.0,Focus is on the middle of the coho salmon.
27,n02536864,391,449,1,main_object,5.0,All the images are mainly focused on main object's body parts.
142,n02536864,391,449,1,main_object,5.0,Focus is on the middle part of the body of the coho salmon.
234,n02536864,391,449,1,main_object,4.0,The main object is coho salmon whose some part got focus.
52,n02536864,391,686,2,main_object,4.0,focus is on body of coho
188,n02536864,391,686,2,main_object,5.0,Focus is on the ventral region of silver salmon
229,n02536864,391,686,2,main_object,5.0,The focus of the red region in the Highlighted visual attribute is on blue jack fish.
234,n02536864,391,686,2,main_object,4.0,The main object is coho salmon whose some part got focus.
107,n02536864,391,686,2,main_object,4.0,"Focus is on some part of the main object coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
63,n02536864,391,59,3,main_object,5.0,focus is on  silver salmon
234,n02536864,391,59,3,main_object,4.0,The main object is coho salmon whose some part got focus.
229,n02536864,391,59,3,main_object,5.0,The focus of the red region in the Highlighted visual attribute is on blue jack fish.
107,n02536864,391,59,3,main_object,4.0,Focus is on some part of the main object
52,n02536864,391,59,3,main_object,4.0,focus son the body coho
229,n02536864,391,227,4,main_object,5.0,The focus of the red region in the Highlighted visual attribute is on blue jack fish.
63,n02536864,391,227,4,main_object,5.0,focus is on the body of silver salmon
52,n02536864,391,227,4,main_object,4.0,focus is on body of coho
121,n02536864,391,227,4,main_object,5.0,focus is on the stomach of the coho salmon
234,n02536864,391,227,4,main_object,4.0,The main object is coho salmon whose some part got focus.
63,n02536864,391,1365,5,background,4.0,focus is on the water that is not a part of silver salmon
213,n02536864,391,1365,5,background,5.0,"Focus is on the bottom, on the water behind the man and the fish he is holding."
52,n02536864,391,1365,5,background,4.0,focus is on water in the background of coho
188,n02536864,391,1365,5,background,5.0,Focus is on water in the background of silver salmon.
142,n02536864,391,1365,5,background,5.0,Focus is on the sides of the silver salmon.
72,n02606052,392,1348,1,main_object,4.0,The red region in the highlighted visual attribute seems to be focused on a part of the main object especially towards the tail region.
234,n02606052,392,1348,1,main_object,4.0,"In above all images a fish is main object, whose mid and back part got focus."
150,n02606052,392,1348,1,main_object,5.0,Focus is on a part of the fish.
185,n02606052,392,1348,1,main_object,3.0,Red focus is on the body of the fish.
146,n02606052,392,1348,1,main_object,4.0,"most of the images focusing on the tail , some part of the main object."
188,n02606052,392,1753,2,background,5.0,Heat map suggest the Focus is on the background (coral reef)
176,n02606052,392,1753,2,separate_object,5.0,"The main object is an rock beauty, a fish. The focus of the red region in the highlighted visual attributes is on the background of these images, what is not relevant for the visual attributes. Because of that, I choose focus is on some other object (not a part of the main object)."
115,n02606052,392,1753,2,separate_object,5.0,The main focus is on the coral reef around the main obnext and where much of the red sits
185,n02606052,392,1753,2,background,2.0,Focus is on the back ground.
125,n02606052,392,1753,2,main_object,4.0,The red region in the Highlighted visual attributes focuses on the background of a rock beauty fish.
54,n02606052,392,1814,3,main_object,5.0,"From all the five pictures of rock beauty, it is seen that the red region is on the fish which is the main object. So, third option is the answer in this case."
233,n02606052,392,1814,3,main_object,2.0,Focus is on the fish
27,n02606052,392,1814,3,main_object,5.0,Images are fully focused on main object's body parts.
51,n02606052,392,1814,3,main_object,4.0,the main focus is on the rock beauty's back end which is part of the main object
185,n02606052,392,1814,3,main_object,3.0,Red focus is on the fish.
27,n02606052,392,981,4,background,5.0,Most of the images are mainly focused on background coral reefs.
125,n02606052,392,981,4,background,3.0,The red region in the Highlighted visual attributes focuses on the background of a rock beauty fish.
185,n02606052,392,981,4,background,3.0,Red focus is on the back ground.
186,n02606052,392,981,4,separate_object,5.0,Focus is  not set on main object fish
188,n02606052,392,981,4,background,5.0,Focus is on reef in the background background of fish
150,n02606052,392,1066,5,main_object,5.0,Focus is on a part of the main object.
188,n02606052,392,1066,5,main_object,4.0,Focus is on fish tail
185,n02606052,392,1066,5,main_object,3.0,Red focus is on the fish.
229,n02606052,392,1066,5,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on the body of the fish.
146,n02606052,392,1066,5,main_object,4.0,above images focusing on some part of the main object
6,n02607072,393,1866,1,main_object,4.0,Focus is on the body of the fish.
245,n02607072,393,1866,1,main_object,3.0,In all frame red region covering fish
185,n02607072,393,1866,1,main_object,3.0,Red focus is on the body of anemone fish.
124,n02607072,393,1866,1,main_object,5.0,"The focus is on the anemone fish body, fin ,eyes and gills"
135,n02607072,393,1866,1,main_object,3.0,The red region mainly focuses on the predicted object but severly overlaps with the background.
185,n02607072,393,1348,2,main_object,3.0,anemone fish has been highlighted.
6,n02607072,393,1348,2,main_object,4.0,Focus is on the body of the fish.
238,n02607072,393,1348,2,main_object,5.0,Highlighted areas are focused on the body of the anemone fish.
125,n02607072,393,1348,2,main_object,4.0,The red region in the Highlighted visual attributes focuses on the body part of an anemone fish.
176,n02607072,393,1348,2,main_object,5.0,"The main object is an anemone fish. The focus of the red region on the highlighted visual attributes is on the fish, showing its main parts. Because of that, I choose that focus is on some part of the main object."
188,n02607072,393,413,3,main_object,4.0,Focus is on strips of anemone fish
181,n02607072,393,413,3,main_object,5.0,"The higher the intensity of the red color,the more relevant is the part of the image for the visual attribute."
6,n02607072,393,413,3,main_object,4.0,Focus is on the body of the anemone fish.
150,n02607072,393,413,3,main_object,5.0,Focus is on the fish.
0,n02607072,393,413,3,main_object,4.0,Focus is on some part of the main object.
185,n02607072,393,981,4,main_object,3.0,anemone fish has been highlighted.
188,n02607072,393,981,4,main_object,5.0,Focus on strip of anemone fish
233,n02607072,393,981,4,main_object,2.0,focus on the object
6,n02607072,393,981,4,background,4.0,Focus is on the background of the anemone fish.
172,n02607072,393,981,4,main_object,4.0,The red region is on the fish in all the pictures.
27,n02607072,393,1066,5,main_object,5.0,All the images are mainly focused on main object's body parts.
238,n02607072,393,1066,5,main_object,5.0,Highlighted areas are clearly focused on the body of the anemone fish.
222,n02607072,393,1066,5,main_object,5.0,Focus is on the head of the fish
234,n02607072,393,1066,5,main_object,4.0,The main object is anemone fish whose some part got focus.
6,n02607072,393,1066,5,main_object,4.0,Focus is on the body of the anemone fish.
94,n02640242,394,686,1,main_object,4.0,Focus is on body which is part of sturgeon
121,n02640242,394,686,1,main_object,5.0,Focus is on center body of sturgeon
82,n02640242,394,686,1,main_object,4.0,Focus is on the stomach of the sturgeon.
234,n02640242,394,686,1,main_object,4.0,The main object is sturgeon whose some part got focus.
213,n02640242,394,686,1,main_object,5.0,Focus is on the side of the sturgeon.
121,n02640242,394,227,2,main_object,5.0,Focus is on center body of sturgeon
234,n02640242,394,227,2,main_object,4.0,The main object is sturgeon whose some part got focus.
52,n02640242,394,227,2,main_object,4.0,focus is on body of Reptiles
213,n02640242,394,227,2,main_object,5.0,Focus is on the side of the sturgeon's body.
82,n02640242,394,227,2,main_object,4.0,Focus is on the stomach of the sturgeon.
82,n02640242,394,449,3,main_object,4.0,Focus is on the stomach of the sturgeon.
94,n02640242,394,449,3,main_object,4.0,Focus is on body which is part of sturgeon
213,n02640242,394,449,3,main_object,5.0,Focus is on the side of the sturgeon's body.
234,n02640242,394,449,3,main_object,4.0,The main object is sturgeon whose some part got focus.
121,n02640242,394,449,3,main_object,5.0,Focus is on center body of sturgeon
121,n02640242,394,59,4,main_object,5.0,Focus is on center body of sturgeon
79,n02640242,394,59,4,main_object,3.0,focus is on skin of a sturgeon
140,n02640242,394,59,4,main_object,5.0,focus is on the body of sturgeon
122,n02640242,394,59,4,main_object,5.0,"The focus is on the body of the fish, the main object."
82,n02640242,394,59,4,main_object,4.0,Focus is on the stomach of the sturgeon.
82,n02640242,394,778,5,separate_object,4.0,Focus is on the person who are holding the sturgeon.
107,n02640242,394,778,5,main_object,4.0,Focus is on some part of the main object sturgeon body part side edges are mainly focus.
122,n02640242,394,778,5,separate_object,3.0,"The focus is on the fisherman , though the fish seem to be the main object."
52,n02640242,394,778,5,separate_object,4.0,focus is on human which is not a part of sturgeon or its background
213,n02640242,394,778,5,separate_object,5.0,Focus is on the people holding the sturgeon.
82,n02641379,395,686,1,main_object,4.0,Focus is on the stomach of the garfish.
234,n02641379,395,686,1,main_object,4.0,The main object is garfish whose some part got focus.
122,n02641379,395,686,1,main_object,5.0,"The focus is on the fish, the main object and not the people."
52,n02641379,395,686,1,main_object,4.0,focus is on body of gar
94,n02641379,395,686,1,main_object,4.0,Focus is on body which is part of the billfish
234,n02641379,395,449,2,main_object,4.0,The main object is garfish whose some part got focus.
260,n02641379,395,449,2,main_object,5.0,focus is on the fish
121,n02641379,395,449,2,main_object,5.0,Focus is on center body of garfish
82,n02641379,395,449,2,main_object,4.0,Focus is on the stomach and fin of the garfish.
213,n02641379,395,449,2,main_object,5.0,Focus is on the side of the garfish's body.
234,n02641379,395,227,3,main_object,4.0,The main object is garfish whose some part got focus.
213,n02641379,395,227,3,main_object,5.0,Focus is on the fins of the garpike.
122,n02641379,395,227,3,main_object,5.0,"The focus is on some part of each fish, the main object."
82,n02641379,395,227,3,background,4.0,Focus is on the water of the sea in the background of the garfish.
264,n02641379,395,227,3,main_object,4.0,4/5 focus is on fins which is a part of gar
213,n02641379,395,59,4,main_object,5.0,Focus is on the middle of the garfish's body.
234,n02641379,395,59,4,main_object,4.0,The main object is garfish whose some part got focus.
82,n02641379,395,59,4,main_object,4.0,Focus is on the stomach of the garfish.
52,n02641379,395,59,4,main_object,4.0,focus is on body of gar
260,n02641379,395,59,4,main_object,5.0,focus is on the fish
52,n02641379,395,564,5,main_object,4.0,focus is on body of gar
82,n02641379,395,564,5,main_object,4.0,Focus is on the gill of the garfish.
213,n02641379,395,564,5,main_object,5.0,Focus is on the head of the garfish.
234,n02641379,395,564,5,main_object,4.0,The main object is garfish whose some part got focus.
150,n02641379,395,564,5,main_object,5.0,Focus is on the cricket.
135,n02643566,396,981,1,main_object,3.0,The red region mainly focuses on the predicted object but slightly spreads to the background and doesn't cover it fully.
124,n02643566,396,981,1,separate_object,5.0,The focus is on the other object rather than main object
185,n02643566,396,981,1,main_object,3.0,lionfish has been highlighted.
6,n02643566,396,981,1,main_object,3.0,Focus is on the body of the lionfish.
238,n02643566,396,981,1,main_object,5.0,Highlighted area focused on the lionfish.
238,n02643566,396,1732,2,main_object,5.0,Highlighted areas are focused on the striped part of the lionfish.
125,n02643566,396,1732,2,main_object,4.0,The red region in the Highlighted visual attributes focuses on the body part of a lionfish.
179,n02643566,396,1732,2,main_object,5.0,THE FOCUS IS HIGHLIGHTING THE FISH
6,n02643566,396,1732,2,main_object,3.0,Focus is on the body of the lionfish.
234,n02643566,396,1732,2,main_object,4.0,The main object is lionfish whose some part got focus.
0,n02643566,396,944,3,main_object,4.0,Focus is on some part of the main object.
6,n02643566,396,944,3,main_object,4.0,Focus is on the body of the lionfish.
150,n02643566,396,944,3,main_object,5.0,Focus is on the fish.
185,n02643566,396,944,3,main_object,3.0,Red focus is on the lionfish.
176,n02643566,396,944,3,main_object,5.0,"The main object is a lionfish. The focus of the red region on the highlighted visual attributes is on the lionfish's body, showing its main parts. Because of that, I choose that focus is on some part of the main object."
233,n02643566,396,298,4,main_object,2.0,focus on the fish
185,n02643566,396,298,4,main_object,3.0,Red focus is on the lion fish.
89,n02643566,396,298,4,main_object,5.0,The focus is on the fin of the lionfish.
124,n02643566,396,298,4,main_object,5.0,The focus is on the lion fish 's dorsal fin or venomous spines
222,n02643566,396,298,4,main_object,4.0,Focus is on the wings of the fish
234,n02643566,396,36,5,main_object,4.0,The main object is lionfish whose some part got focus.
12,n02643566,396,36,5,main_object,5.0,in all cases red is on body or fins of lionfish
6,n02643566,396,36,5,main_object,4.0,Focus is on the body of the lionfish.
27,n02643566,396,36,5,main_object,5.0,Images are fully focused on main object's body parts.
124,n02643566,396,36,5,main_object,5.0,The focus is on the lionfish's dorsal fin spines
234,n02655020,397,944,1,main_object,3.0,The main object is fish whose some part got focus.
185,n02655020,397,944,1,main_object,3.0,The red focus is on the puffer fish.
72,n02655020,397,944,1,main_object,4.0,Focus of the red region in the highlighted visual attributes seems to be on areas parts of the main object.
66,n02655020,397,944,1,main_object,3.0,"Red area does not overlap, or appear to be behind fish. It highlights part of the animal' s spotted hide."
192,n02655020,397,944,1,main_object,5.0,Focus is on the pufferfish
176,n02655020,397,597,2,main_object,5.0,"The main object is an puffer, pufferfish, blowfish, globefish. The focus of the red region in the highlighted visual attributes is on the fish's head and body, showing their main parts. Because of that, I choose focus is on some part of the main object."
125,n02655020,397,597,2,main_object,5.0,The red region in the Highlighted visual attributes focuses on the part of a pufferfish.
124,n02655020,397,597,2,main_object,5.0,Focus is on the face and eyes of the Tetraodontidae
115,n02655020,397,597,2,main_object,5.0,Because the focus of the red color was at least somewhat on the main object which was the puffer gish in the highlighted visual attributes.
185,n02655020,397,597,2,main_object,3.0,Puffer fish is on the focus.
185,n02655020,397,981,3,main_object,3.0,Red focus is on the puffer fish.
233,n02655020,397,981,3,main_object,2.0,Focus on the object
188,n02655020,397,981,3,background,5.0,Heat map suggest the focus is on background that's reef
51,n02655020,397,981,3,background,2.0,the main focus on most of the pictures is the background outside of the pufferfish's area
27,n02655020,397,981,3,background,5.0,Most of the images are mainly focused on background objects like coral reefs.
185,n02655020,397,564,4,main_object,3.0,Red focus is on the fish.
188,n02655020,397,564,4,background,5.0,Heat map suggest the focus is on reef in the background of  pufferfish
211,n02655020,397,564,4,background,4.0,The focus is almost certainly on the rocks as it avoids the fish in most images
124,n02655020,397,564,4,background,5.0,The focus is on the body of the fish and in fifth image the focus is on the background
27,n02655020,397,564,4,background,5.0,Images are mainly focused on background.
234,n02655020,397,227,5,main_object,4.0,The main object is puffer fish whose some part got focus.
176,n02655020,397,227,5,main_object,5.0,"The main object is an puffer, pufferfish, blowfish, globefish. The focus of the red region in the highlighted visual attributes is on the reptiles's head and body, showing its main parts. Because of that, I choose focus is on some part of the main object."
179,n02655020,397,227,5,main_object,5.0,Focus is highlighting the fish
185,n02655020,397,227,5,main_object,3.0,Red focus is on the fish.
125,n02655020,397,227,5,main_object,3.0,The red region in the Highlighted visual attributes focuses on the body part of a pufferfish.
238,n02666196,398,275,1,separate_object,3.0,"Focus is mainly on the red beads of the abacus, but not the whole abacus itself."
185,n02666196,398,275,1,main_object,3.0,Red focus is on abacus.
140,n02666196,398,275,1,main_object,5.0,focus is on abacus
82,n02666196,398,275,1,background,4.0,Focus is on the wall in the background of the abacus.
52,n02666196,398,275,1,background,4.0,focus is on wall in the background of abacus
43,n02666196,398,187,2,main_object,4.0,"Focus is on the beads of the abacus, which is part of the whole."
185,n02666196,398,187,2,main_object,3.0,Red focus is on abacus.
52,n02666196,398,187,2,main_object,4.0,focus is on moving beads of abacus
82,n02666196,398,187,2,main_object,4.0,Focus is on the beads of the abacus.
234,n02666196,398,187,2,main_object,4.0,The main object is abacus whose some part got focus.
234,n02666196,398,510,3,main_object,4.0,The main object is abacus whose some part got focus.
82,n02666196,398,510,3,main_object,4.0,Focus is on the beads of the abacus.
185,n02666196,398,510,3,main_object,4.0,Red focus is on abacus.
52,n02666196,398,510,3,main_object,4.0,focus is on moving beads of abacus
63,n02666196,398,510,3,main_object,5.0,focus is on beads which is a part of abacus
82,n02666196,398,1610,4,main_object,4.0,Focus is on the beads of the abacus.
185,n02666196,398,1610,4,main_object,3.0,Red focus is on abacus.
234,n02666196,398,1610,4,main_object,4.0,The main object is abacus whose some part got focus.
52,n02666196,398,1610,4,main_object,4.0,focus is on movable beads of abacus
63,n02666196,398,1610,4,main_object,5.0,focus is on beads which is a part of abacus
185,n02666196,398,1690,5,main_object,3.0,Red focus is on abacus.
82,n02666196,398,1690,5,background,4.0,Focus is on the table in the background of the abacus.
43,n02666196,398,1690,5,main_object,3.0,Focus is in the middle of the abacus.
234,n02666196,398,1690,5,main_object,4.0,The main object is abacus whose some part got focus.
52,n02666196,398,1690,5,background,4.0,focus is on wall and floor in the background of abacus
82,n02667093,399,379,1,main_object,4.0,Focus is under arm and the sleeve of the abaya.
136,n02667093,399,379,1,main_object,4.0,focus is on material which is a part of abaya
234,n02667093,399,379,1,main_object,4.0,The main object is abaya whose some part got focus.
63,n02667093,399,379,1,main_object,5.0,focus is on abaya
185,n02667093,399,379,1,main_object,4.0,Red focus is on abaya.
79,n02667093,399,1399,2,main_object,3.0,focus is on neck of an abaya
185,n02667093,399,1399,2,main_object,4.0,Red focus is on abaya.
52,n02667093,399,1399,2,separate_object,4.0,focus is on face of lady that are not a part of abaya or its background
142,n02667093,399,1399,2,main_object,5.0,Focus is on the upper neck drapes of the abaya.
121,n02667093,399,1399,2,main_object,5.0,Focus is on the body of abaya
52,n02667093,399,1035,3,main_object,4.0,focus is on top of abaya
121,n02667093,399,1035,3,main_object,5.0,Focus is on the body of abaya
63,n02667093,399,1035,3,main_object,5.0,focus is on abaya
185,n02667093,399,1035,3,main_object,3.0,Red focus is on abaya.
82,n02667093,399,1035,3,main_object,4.0,Focus is on the eye of the person wearing the abaya.
107,n02667093,399,1048,4,main_object,4.0,Focus is on some part of the main object abaya fully focus
136,n02667093,399,1048,4,main_object,4.0,focus is on cloth which is a part of abaya
19,n02667093,399,1048,4,main_object,4.0,The focus is on the mid section of the abaya.
185,n02667093,399,1048,4,main_object,3.0,Red focus is on abaya.
63,n02667093,399,1048,4,main_object,4.0,focus is on abaya
264,n02667093,399,264,5,main_object,4.0,focus is on cloth which is a part of abaya structure
234,n02667093,399,264,5,main_object,4.0,The main object is abaya whose some part got focus.
63,n02667093,399,264,5,main_object,5.0,focus is on abaya
185,n02667093,399,264,5,main_object,4.0,Red focus is on abaya.
121,n02667093,399,264,5,main_object,5.0,Focus is on the body of abaya
67,n02669723,400,580,1,separate_object,4.0,Focus is on the face that is not a part of the gown.
82,n02669723,400,580,1,separate_object,4.0,Focus is on the face of the persons wearing the academic gown.
150,n02669723,400,580,1,separate_object,5.0,The focus is on people's heads.
27,n02669723,400,580,1,separate_object,5.0,Most of the images are mainly focused on other objects like human beings.
136,n02669723,400,580,1,separate_object,4.0,focus is on face that are not a part of academic gown or its background
150,n02669723,400,1125,2,main_object,5.0,The focus is on the tunic.
234,n02669723,400,1125,2,main_object,4.0,The main object is academic gown whose some part got focus.
107,n02669723,400,1125,2,main_object,4.0,Focus is on some part of the main object
65,n02669723,400,1125,2,main_object,2.0,unsure. focus may be more on necktie than gown. but regardless focus is on outfit and not the human
52,n02669723,400,1125,2,main_object,5.0,Focus is on some part of the academic gown.
142,n02669723,400,264,3,main_object,5.0,Focus is on the front and sides of the judge's robe.
65,n02669723,400,264,3,main_object,4.0,focus is on chest of gowns
107,n02669723,400,264,3,main_object,4.0,Focus is on some part of the main object
136,n02669723,400,264,3,main_object,3.0,focus is on cloth which is part of academic gown
234,n02669723,400,264,3,main_object,4.0,The main object is academic gown whose some part got focus.
238,n02669723,400,379,4,main_object,5.0,focus in is on the arms and sides of the academic gown.
234,n02669723,400,379,4,main_object,4.0,The main object is judge's robe whose some part got focus.
52,n02669723,400,379,4,background,5.0,"Focus is on the background of the  academic gown, academic robe, judge's robe"
107,n02669723,400,379,4,main_object,4.0,Focus is on some part of the main object
82,n02669723,400,379,4,main_object,4.0,Focus is on the academic gown.
107,n02669723,400,1281,5,main_object,4.0,Focus is on some part of the main object
52,n02669723,400,1281,5,main_object,5.0,Focus is on some part of the academic gown.
234,n02669723,400,1281,5,main_object,4.0,The main object is academic gown whose some part got focus.
65,n02669723,400,1281,5,main_object,3.0,focus is on neck of gown/necktie
27,n02669723,400,1281,5,main_object,5.0,Most of the images are mainly focused on main object's body parts.
229,n02672831,401,2015,1,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on piano accordion.
136,n02672831,401,2015,1,main_object,4.0,focus is on bellows which is a part of accordion
121,n02672831,401,2015,1,main_object,5.0,Focus is on the structure  of the piano
63,n02672831,401,2015,1,main_object,5.0,focus is on the part of squeeze box
52,n02672831,401,2015,1,main_object,5.0,"Focus is on some part of the accordion, piano accordion, squeeze box"
121,n02672831,401,631,2,main_object,5.0,Focus is on the buttons of accordion
88,n02672831,401,631,2,main_object,3.0,Focus is on keyboard which is a part of accordion
229,n02672831,401,631,2,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on piano accordion.
142,n02672831,401,631,2,main_object,5.0,Focus is on the playing keys of the accordion.
63,n02672831,401,631,2,main_object,5.0,focus is on the part of squeeze box
22,n02672831,401,596,3,main_object,4.0,focus is on part of the accordion
229,n02672831,401,596,3,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on piano accordion.
136,n02672831,401,596,3,main_object,4.0,focus is on bellows which is a part of accordion
52,n02672831,401,596,3,main_object,5.0,Focus is on some part of the piano accordion.
88,n02672831,401,596,3,main_object,3.0,Focus is on bellows which are part of accordion
63,n02672831,401,702,4,main_object,5.0,focus is on the part of piano accordion
121,n02672831,401,702,4,main_object,5.0,Focus is on the reeds of accordion
229,n02672831,401,702,4,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on piano accordion.
52,n02672831,401,702,4,main_object,5.0,Focus is on some part of the piano accordion.
136,n02672831,401,702,4,main_object,4.0,focus is on treble reed block which is a part of accordion
63,n02672831,401,1234,5,main_object,5.0,focus is on the part of piano
121,n02672831,401,1234,5,main_object,5.0,Focus is on the buttons of the accordion
229,n02672831,401,1234,5,main_object,5.0,The focus of the red region in the Highlighted visual attributes is on piano accordion.
52,n02672831,401,1234,5,main_object,5.0,Focus is on some part of the piano accordion.
136,n02672831,401,1234,5,main_object,4.0,focus is on keyboard which is a part of accordion
142,n02676566,402,1384,1,main_object,5.0,Focus is on the string sided upper neck of the acoustic guitar.
82,n02676566,402,1384,1,main_object,4.0,Focus is on the body and pickup guard of the acoustic guitar.
63,n02676566,402,1384,1,main_object,5.0,focus is on acoustic guitar
52,n02676566,402,1384,1,main_object,5.0,focus is on some part of acoustic guitar.
27,n02676566,402,1384,1,main_object,5.0,All the images are mainly focused on main object's body parts.
229,n02676566,402,204,2,main_object,5.0,The focus of the red region in the Highlighted visual attribute is on guitar.
121,n02676566,402,204,2,main_object,5.0,Focus is on body of acoustic guitar
52,n02676566,402,204,2,main_object,5.0,focus is on some part of acoustic guitar.
63,n02676566,402,204,2,main_object,5.0,focus is on acoustic guitar
27,n02676566,402,204,2,main_object,5.0,Most of the images are mainly focused on main object's body parts.
234,n02676566,402,262,3,main_object,4.0,The main object is acoustic guitar whose some part got focus.
121,n02676566,402,262,3,main_object,5.0,Focus is on body of acoustic guitar
63,n02676566,402,262,3,main_object,5.0,focus is on acoustic guitar
186,n02676566,402,262,3,main_object,5.0,Focus is on main body  part of the  acoustic guitar
27,n02676566,402,262,3,main_object,5.0,All the images are mainly focused on main object's body parts.
27,n02676566,402,1594,4,main_object,5.0,All the images are mainly focused on main object's body parts.
52,n02676566,402,1594,4,main_object,5.0,focus is on some part of acoustic guitar.
142,n02676566,402,1594,4,main_object,5.0,"Focus is on the upper neck and A-cut bend of the acoustic guitar, which is the main object."
88,n02676566,402,1594,4,main_object,3.0,Focus is on neck which is a part of acoustic guitar
234,n02676566,402,1594,4,main_object,4.0,The main object is acoustic guitar whose some part got focus.
82,n02676566,402,798,5,main_object,4.0,Focus is on the fretboard of the acoustic guitar.
52,n02676566,402,798,5,main_object,5.0,focus is on some part of acoustic guitar.
63,n02676566,402,798,5,main_object,5.0,focus is on acoustic guitar
27,n02676566,402,798,5,main_object,5.0,All the images are mainly focused on main object's body parts.
234,n02676566,402,798,5,main_object,4.0,The main object is acoustic guitar whose some part got focus.
107,n02687172,403,607,1,main_object,4.0,Focus is on some part of the main object
121,n02687172,403,607,1,main_object,5.0,focus is on  the engine of thwe aircraft carrier
82,n02687172,403,607,1,background,4.0,focus is on water behind the aircraft carrier.
184,n02687172,403,607,1,main_object,3.0,focus is on the center of the aircraft carrier
88,n02687172,403,607,1,main_object,3.0,focus is on radar which is a part of aircraft carrier
121,n02687172,403,1104,2,main_object,5.0,focus is on somepart of the aircraft carrier
234,n02687172,403,1104,2,main_object,4.0,The main obect is aircraft carrier whose some part got focus.
107,n02687172,403,1104,2,background,4.0,Focus is on the background of the main object
82,n02687172,403,1104,2,main_object,4.0,focus is over lapped with the ocean water and the deck of the  aircraft carrier.
